NationalParkName,OBJECTID,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,UNITCODE,EDITDATE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYERROR,INPLACES,GlobalID
Canyonlands National Park,42,Murphy Overlook Trail,Murphy Point Trail,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-20T00:00:00.000Z,,Yes,3ebe9e1f-9a10-4dee-99c7-7b0e72089cf0
Canyonlands National Park,43,White Rim Overlook Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-20T00:00:00.000Z,,Yes,a665e013-ef91-49f6-84c4-6d1d0245c007
Canyonlands National Park,44,Murphy Hogback Trail,Murphy Point Trail,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-15T00:00:00.000Z,,Yes,55bc0d9b-eacb-4984-a515-a171c6041b10
Canyonlands National Park,45,Murphy Wash Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-15T00:00:00.000Z,,Yes,6038efe1-a5d0-4706-a784-5e305f63be57
Canyonlands National Park,46,Green River Overlook Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,096164fd-3b5a-43de-814c-7a43a046d4c9
Canyonlands National Park,47,Loop Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,249336e4-ae5d-400e-b7e3-7ad342b3e13a
Canyonlands National Park,48,Airport Campsite Road,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,29e8865d-394e-4ddf-8d72-709e949cd6bc
Canyonlands National Park,49,Aztec Butte Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,2810b852-6031-4c71-84f7-7514353f7900
Canyonlands National Park,50,Buck Canyon Overlook Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,51ce1931-645a-4d68-ac2b-62be93c2f41e
Canyonlands National Park,51,Mesa Arch Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,1ac49500-8cb7-4f84-ad99-0c3e2f75d735
Canyonlands National Park,52,Whale Rock Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-20T00:00:00.000Z,,Yes,3376cb89-aafb-4c9b-b262-bf98aff07d99
Canyonlands National Park,53,Upheaval Dome Trail,First Overlook Trail,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-11T00:00:00.000Z,,Yes,50e49958-e68e-4b1f-b993-2418794102f6
Canyonlands National Park,54,Upheaval Dome Trail,Second Overlook Trail,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-11T00:00:00.000Z,,Yes,d25f62b4-9f9d-4cf8-984b-06ed2bf4c8e6
Canyonlands National Park,55,Syncline Loop Trail,Upheaval Dome Trail,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-06-26T00:00:00.000Z,,Yes,4a3dd96d-1062-415d-853b-3cfc3e1da8af
Canyonlands National Park,56,Labrynth Cg Road,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,<Null>,2014-07-31T00:00:00.000Z,,Yes,aff39b4d-e885-48d9-a07a-0e91f6c685db
Canyonlands National Park,57,Pullout,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,<Null>,2014-07-31T00:00:00.000Z,,Yes,3f920758-386d-413a-8ca4-a1c89e8e712f
Canyonlands National Park,58,Roadside Ruin Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,2fb11dff-cffb-490b-a977-d5a51481eeb8
Canyonlands National Park,59,Peekaboo Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,b9b66b44-b242-41a4-92f8-1415c31fd002
Canyonlands National Park,60,Squaw Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,bebb9afd-3fa9-49e7-8a31-495037ee1e63
Canyonlands National Park,61,Big Spring to Elephant Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,a3c0c272-25b0-42f1-9f2a-d30791bba0f5
Canyonlands National Park,62,Big Spring Canyon Overlook Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,<Null>,2014-07-31T00:00:00.000Z,,Yes,8dde0fcd-c5c6-4340-8508-b09125f48ae2
Canyonlands National Park,63,Devils Kitchen to Elephant Canyon Trail,<Null>,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,6828eda7-471b-44ee-9230-12a8e1554c81
Canyonlands National Park,64,Confluence Overlook Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,3a55e373-6886-479b-aaf4-6b3fdb5b4607
Canyonlands National Park,65,Big Spring Canyon Overlook Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,c2954bc9-c2a4-430a-b426-898cdf10744d
Canyonlands National Park,66,Pothole Point Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,e4a0e581-87bb-4c65-9d65-cee0a8718693
Canyonlands National Park,67,Devils Kitchen Trail,Devils Pocket Trail,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,25e92428-a134-43cb-870c-b7b65a1d162a
Canyonlands National Park,68,Devils Kitchen Trail,Chesler Park Loop Trail,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,<Null>,,,Yes,78180e6e-88d7-43fd-b8fb-40e114205447
Canyonlands National Park,69,Devils Kitchen Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,d9c91127-94bf-4d84-a116-3cc049c5cb45
Canyonlands National Park,70,Colorado River Overlook Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,f148a1fa-9fcd-4c43-92ed-a67076726d26
Canyonlands National Park,71,Chimney Rock Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,d3d2b26e-4d62-4d80-9d85-063b22fce5a7
Canyonlands National Park,72,Surprise Valley Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,<Null>,2014-07-31T00:00:00.000Z,,Yes,0557850e-3b30-4286-8274-4fad5d48b24a
Canyonlands National Park,73,Horseshoe Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,6f974f69-2b37-486d-b615-cb4ec23e2c27
Canyonlands National Park,74,Lower Red Lake Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,980380e0-afb5-4f48-aa79-ca9050113169
Canyonlands National Park,75,Big Spring Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,<Null>,,,Yes,6b5f2259-1c79-4865-9f8b-e7e43927c10e
Canyonlands National Park,76,Joint Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,<Null>,2015-04-03T00:00:00.000Z,,Yes,3908fd3d-35e0-4c2a-a30b-c52d24e20a59
Canyonlands National Park,77,Fort Bottom Ruins Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2015-04-03T00:00:00.000Z,,Yes,e801a4fa-f047-44a7-b6d9-883913a3ce48
Canyonlands National Park,78,Wilhite Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-17T00:00:00.000Z,,Yes,bb1c95cd-60b1-46ca-bfd8-5505dce76e51
Canyonlands National Park,79,Beehive Arch Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,95cfaeef-ad93-44e3-8248-230e13610181
Canyonlands National Park,80,Salt Creek Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,f925a68c-03e4-4e54-a0c6-995ad66ae903
Canyonlands National Park,81,Chesler Park Trail,to Druid Arch Trail,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,5ecf8223-2a40-4801-83fe-ccc24497e37b
Canyonlands National Park,82,Druid Arch Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,8342a853-d194-44e2-8d52-ff5d464bed2a
Canyonlands National Park,83,Doll House Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,5ca3acc7-b3ac-4a21-a486-c0e333727432
Canyonlands National Park,84,Juniper Fork to Chimney Rock Trail,Petes Mesa Route,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,4d5f936e-eab2-42f7-a8b7-22e821627d31
Canyonlands National Park,85,Granary Spur Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,ce2995d2-760d-4d20-8f60-7ade28b2db5b
Canyonlands National Park,86,Upper Spanish Bottom Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,d4589c56-ad41-4305-8a3c-fc633bfb16c6
Canyonlands National Park,87,Granary Loop Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,e158d209-ef9a-4f4d-b430-45574f5e3809
Canyonlands National Park,88,Chimney Rock to Water Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,6df8233f-7e6e-4968-b59a-181959dccfe8
Canyonlands National Park,89,Chimney Rock to Plug Trail,Chimney Junction Trail,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,bc81b40e-fde1-46d0-a6ef-0e14e9ca967e
Canyonlands National Park,90,Lower Horse Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,e4c41727-37fc-4bc5-a9c8-3abc41a2ada9
Canyonlands National Park,91,Maze Overlook Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,0ad84c40-97d1-4551-ae42-83e55805f957
Canyonlands National Park,92,Water Canyon to Colo/Green Spur Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,0528bf46-6ebb-4c57-8350-c757c345dfeb
Canyonlands National Park,93,Plug/Chimney Junction to Harvest Scene Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,c38eac29-b399-4693-b5b3-a0292008e980
Canyonlands National Park,94,Chocolate Drops Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,dfdb198e-58e3-4b24-a52a-84efa5c9ae90
Canyonlands National Park,95,Plug to Plug Trail,Chimney Junction Trail,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,39225798-1f58-4685-8934-cebb9b89b7c6
Canyonlands National Park,96,Upper South Fork Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,a64b8671-891c-48a0-b8f0-b4c0c473637c
Canyonlands National Park,97,South Fork Junction to Horse Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,0bae4008-84f7-4874-9086-71cf9e3d1d87
Canyonlands National Park,98,Upper Horse Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,ba87cf87-ae4e-40a7-9ced-335291cf29cb
Canyonlands National Park,99,Lower South Fork Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,f3bb5876-acfd-45f9-bb34-96eccef6e7fe
Canyonlands National Park,100,Harvest Scene to Juniper Fork Junction Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,02d28f10-e0a9-4eb8-aeac-f2c7ea950b78
Canyonlands National Park,101,Juniper Fork Jnctn to South Fork Junction,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,50a48498-24e8-468e-815c-5618f3881f00
Canyonlands National Park,102,Gooseberry Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,<Null>,2002-07-06T00:00:00.000Z,,Yes,d5ac1dbf-5cff-417e-b677-7a9f11a80ae2
Canyonlands National Park,103,Upheaval Crater Spur Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-18T00:00:00.000Z,,Yes,5e25cfb4-c27d-479a-8cb8-ffa3a3c911e1
Canyonlands National Park,104,Alcove Spring Trail,Trail Canyon,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-19T00:00:00.000Z,,Yes,65d672e9-5374-4955-9815-e9c9ea572d19
Canyonlands National Park,105,Moses & Zeus Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-19T00:00:00.000Z,,Yes,78240944-46ce-42e2-9bda-01e310bdb161
Canyonlands National Park,106,Gooseneck Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2003-06-09T00:00:00.000Z,,Yes,dbac17d2-6d70-456b-8d4e-64c94c34903c
Canyonlands National Park,107,Stove Camp Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2009-11-04T00:00:00.000Z,,Yes,0feb9d3e-fb2d-448a-8e1b-b0bfe004bcbe
Canyonlands National Park,108,White Crack Road,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,e9f558a8-b187-4270-b545-e90f89d353fe
Canyonlands National Park,109,Rec 756 Road,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,0992866b-c662-4098-8bec-fd39595f8550
Canyonlands National Park,110,Horse Canyon Trail,Queen Annes Bottom Road,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian | Bicycle,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,24d699f1-dbfe-4f1c-a73d-844d23377a51
Canyonlands National Park,111,Lathrop Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-16T00:00:00.000Z,,Yes,8d5be770-446f-4d25-bf97-43978d818a63
Canyonlands National Park,112,Upheaval Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,2002-07-18T00:00:00.000Z,Unknown,Yes,42b6bad7-ca0a-4bd2-a578-25a13523b4bf
Canyonlands National Park,113,Taylor Canyon Road,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,77aa4b1a-97a4-47fd-ab55-a4b58f923525
Canyonlands National Park,114,Hard Scrabble Camp Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,6144f9cc-df5e-4682-a331-f2e2e8f39fbc
Canyonlands National Park,115,Anderson Bottom Road,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,,,Yes,82c38e28-b113-44b3-975c-9699404069df
Canyonlands National Park,116,Bobby Jo Campground Road,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,f9cab08e-7c0a-4cfe-9d8f-eac1479349fb
Canyonlands National Park,117,Horse Hoof Campground Road,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,9fd6040d-337a-4569-a4b4-c3b1758e18ef
Canyonlands National Park,118,Lost Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,05a1f144-ff2e-470c-a0a1-5af190331630
Canyonlands National Park,119,Slickrock Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Differential GPS,,,,Yes,713b3b01-8d7d-43b3-b666-fb452fbc3eca
Canyonlands National Park,120,Davis Canyon Trail,,,Park Trail,Existing,,Standard Terra Trail,Unknown,Hiker/Pedestrian,CANY,2015-09-08T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,,Yes,f5f7bcb8-37d0-4c54-b829-8cbf12a19afd
Capitol Reef National Park,1,Grand Wash Trail,,Grand Wash Trail,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,2015-04-10T00:00:00.000Z,Unknown,,2014-07-31T00:00:00.000Z,Unknown,Yes,58a85c87-5df3-4b83-8676-822e21538145
Capitol Reef National Park,2,Burro Wash,,Burro Wash,Unmaintained Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,77af19b5-d01d-47b1-bfa7-6dea0162852f
Capitol Reef National Park,3,Capitol Gorge,,Capitol Gorge,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,cf78887e-a28c-4061-a2d3-a231f523f824
Capitol Reef National Park,4,Capitol Gorge Spur Trail to Tanks,,Capitol Gorge Spur Trail to Tanks,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,ae81a422-61bd-4e7f-bc10-ffa01fb7f357
Capitol Reef National Park,5,Cassidy Arch,,Cassidy Arch,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,af3e5551-bcb6-4c07-8838-79c4149be309
Capitol Reef National Park,6,Cathedrals,,Cathedrals,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,76da4294-6683-4a20-a422-6f3c70ac3ea1
Capitol Reef National Park,7,Chimney Rock Canyon,,Chimney Rock Canyon,Unmaintained Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,5c1bec1c-d89f-44cd-94bb-a9a15d5d4a1a
Capitol Reef National Park,8,Chimney Rock Loop,,Chimney Rock Loop,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,8163eb58-7ab8-4316-94ff-d0d8a22c9640
Capitol Reef National Park,9,Cohab Canyon,,Cohab Canyon,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,f4ce2fbf-0a58-4a34-93b7-15b6b8ab6b56
Capitol Reef National Park,10,Cohab Canyon Fruita Overlooks,,Cohab Canyon Fruita Overlooks,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,e4e22b9d-b5fc-4b0e-a403-b5b6d7086cbf
Capitol Reef National Park,11,Cottonwood Wash,,Cottonwood Wash,Unmaintained Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,32b22039-8dc5-49a3-9ac0-97cdf588a19f
Capitol Reef National Park,12,Fremont Gorge Overlook,,Fremont Gorge Overlook,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,9d431ae0-4498-4a9a-8ede-d6d027ad19f7
Capitol Reef National Park,13,Golden Throne,,Golden Throne,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,7f6e63e4-7bcf-426e-84e2-1d9532798039
Capitol Reef National Park,14,Goosenecks Overlook,,Goosenecks Overlook,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,e31de698-59a5-432b-a045-ca5792584bfc
Capitol Reef National Park,15,Halls Creek and Narrows,,Halls Creek and Narrows,Unmaintained Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,788c3c35-c49b-4ccf-9a5a-a676ce4fdd9f
Capitol Reef National Park,16,Headquarters Canyon,,Headquarters Canyon,Unofficial Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,5ad1b52c-fc5c-49d5-8261-14eb40489338
Capitol Reef National Park,17,Hickman Bridge,,Hickman Bridge,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,1420d6cc-d788-4eee-b447-1de20ba1a7c7
Capitol Reef National Park,18,Rim Overlook,,Rim Overlook,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,79d8e2b8-d4db-4b06-af5a-3b15540c4ac3
Capitol Reef National Park,19,Navajo Knobs,,Navajo Knobs,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,ac95dc6e-6d64-44f1-b14e-af6696b24b90
Capitol Reef National Park,20,Jailhouse Rock/Temple Rock,,Jailhouse Rock/Temple Rock,Unmaintained Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,c1816287-ba17-4d87-9d87-b79a740f31c8
Capitol Reef National Park,21,Lower Cathedral Valley Overlook,,Lower Cathedral Valley Overlook,Park Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,ed677da6-ce23-43f1-b7df-70212362377c
Capitol Reef National Park,22,Lower Muley Cutoff,,Lower Muley Cutoff,Unmaintained Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,343d64b4-85cd-446f-b235-1885c3ad1a2a
Capitol Reef National Park,23,Lower Muley Twist,,Lower Muley Twist,Unmaintained Trail,Existing,Native,Standard Terra Trail,,Hiker/Pedestrian,CARE,, ,,,Unknown,Yes,1f4a6ca6-a4f2-4afc-b94a-c0e85c9f883c
